,text,actions
258,tried again still not responding to call rnr had a call he asked me to share details through whtsapp he said he will update once he decides he is not responding to calls and msgs,"['responding', 'call', 'call', 'asked', 'share', 'update', 'decides', 'responding', 'calls', 'msgs']"
259,number currently busy he is not responding to calls and msgs he is not responding to calls and msg,"['busy', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msg']"
260,he said it is a wromg number,"['said', 'wromg']"
261,had a call and explained shared details through whtsapp he said he cannot proceed with this investment,"['call', 'shared', 'said', 'proceed', 'investment']"
262,had a call explained and shared details through whtsapp not responding to calls and msgs he said he is not intretsed in landing so asked me to share the details of debenture he said he is not intretsed as of now,"['call', 'shared', 'responding', 'calls', 'msgs', 'intretsed', 'landing', 'asked', 'share', 'intretsed']"
263,he is also speaking in kanada and said dont call me,"['speaking', 'kanada', 'said', 'call']"
264,number shows busy now calldisconnected he said if he is intrested he will call me,"['busy', 'calldisconnected', 'call']"
265,had a call he said he is from pune he is looking for rental based properties so i explained him about the landing project investment details he said he will check and upadte not responding to call so msgd him through whtsapp tried again still not responding to calls and msgs tried again still not responding to calls and msgs,"['call', 'rental', 'explained', 'landing', 'check', 'upadte', 'call', 'msgd', 'whtsapp', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
266,lead assigned to venkat ghanusala by anshul he is speaking in kanada language,"['assigned', 'speaking']"
267,had a call explained and shhred details throough whtsapp he said he is not intretsed,"['call', 'shhred']"
268,had a call and explained and shared details through whatsapp he said he will update once he decides he is not responding to calls and msgs,"['call', 'explained', 'shared', 'whatsapp', 'said', 'update', 'decides', 'responding', 'calls', 'msgs']"
269,tried again he is not responding to call she said she is not interested in any investments,"['tried', 'responding', 'interested', 'investments']"
270,tried again he still call is not getting connected,"['call', 'connected']"
271,tried again he said he is not intrested,"['tried', 'intrested']"
272,he said he need more time to think about it he said if he is interested he will call me,"['said', 'think', 'interested', 'call']"
273,he said he have not decided anything yet he said he is not looking any investments now he asked me to share details through whtsapp,"['said', 'decided', 'said', 'looking', 'investments', 'asked', 'share', 'whtsapp']"
274,he is also not responding to calls and msgs,"['responding', 'calls', 'msgs']"
275,not responding to call so msgd him through whtsapp tried again he is not responding to call,"['responding', 'call', 'msgd', 'whtsapp', 'responding', 'call']"
276,lead assigned to raj hegde by anshul lead assigned to ramakrishna katta by anshul ,"['lead', 'lead']"
277,tried again still he is not responding to call tried calling him again he is not responding to call tried again now he is disconnecting the call,"['tried', 'responding', 'call', 'calling', 'responding', 'call', 'disconnecting', 'call']"
278,not responded to call so msgd him through whtsapp he is disconnecting the call,"['responded', 'call', 'msgd', 'disconnecting', 'call']"
279,he asked me to share details through whtsapp not responding to calls and msgs tried again he still not responding to calls and msgs,"['asked', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
280,had a call and explained and shared details through whtsapp she said she will update once she decides she said she is out of station she will come back by next month,"['call', 'explained', 'shared', 'update', 'decides', 'said', 'come']"
281,tried again still number shows busy had a call explained and shared details through whtsapp he said he not yet decided,"['busy', 'call', 'shared', 'decided']"
282,he said he didint enquired any investments,"['said', 'enquired', 'investments']"
283,he said he need more time to think he said he is looking for home loan if that possible he said he will proceed,"['said', 'think', 'said', 'looking', 'proceed']"
284,he said he not yet decided anything yet he is not responding to calls and msgs,"['said', 'decided', 'responding', 'calls', 'msgs']"
285,still phn shows off,"['phn', 'shows off']"
286,not responding to the call busy tried again still not responding to call rnr,"['responding', 'call', 'busy', 'responding', 'call']"
287,he is not responding to calls and msgs incoming calls got stopped on this number and even he is not responding to calls and msgs,"['responding', 'calls', 'msgs', 'calls', 'stopped', 'responding', 'calls', 'msgs']"
288,tried again still number shows busy he said he is busy so asked me to share details through whtsapp he is not responding to calls and msgs,"['busy', 'busy', 'share', 'responding', 'calls', 'msgs']"
289,he said he didint enquired anything,"['said', 'enquired']"
290,tried again still he didint responded to call tried again still he is not responding to calls,"['tried', 'responded', 'call', 'tried', 'responding', 'calls']"
291,he said he cant afford 10 lakhs also now,"['said', 'afford']"
292,tried again he is not responding to call he said he didint enquired any investments,"['tried', 'responding', 'call', 'said', 'enquired', 'investments']"
293,he said he is busy so asked me to share details through whatsapp,"['busy', 'share', 'whatsapp']"
294,number switched off he said he will deicde in next 2 months,"['switched off', 'deicde']"
295,he said he is not interested as of now,['interested']
296,he said he not yet decided anything he said he is not intrested,"['said', 'decided']"
297,he said he is travelling so asked me to give a call next week not responding to calls and msgs tried again still not responding to calls and msgs,"['travelling', 'asked', 'call', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
298,tried again still not responding to call rnr he asked me to share details through whtsap he said he is not yet decided on the investment not responding to calls and msgs tried again he still not responding to calls and msgs,"['responding', 'call', 'asked', 'share', 'said', 'decided', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
299,she said she not yet decided anything she said if she is interested she will let me know she said she cant invest now,"['said', 'decided', 'interested', 'said', 'invest']"
300,had a call explained and shared details through whtsapp he said he not yet decided anything,"['call', 'shared', 'decided']"
301,tried again he is not reponding to call,"['tried', 'reponding', 'call']"
302,had a call he asked me to share details through whtsapp he said he will call me back when he is free to discuss on investment he said he is so busy once he get free he said he will update he is not responding to calls and msgs,"['call', 'asked', 'share', 'call', 'free', 'discuss', 'busy', 'free', 'update', 'responding', 'calls', 'msgs']"
